"region","name","alpha_admission","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","mu_D","mu_D_2","mu_D_3","mu_D_4","mu_gamma_H","mu_gamma_H_2","p_G_D","p_G_D_2","p_H","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC_15_24","p_NC_25_49","p_NC_50_64","p_NC_65_79","p_NC_80_plus","p_NC_weekend_15_24","p_NC_weekend_25_49","p_NC_weekend_50_64","p_NC_weekend_65_79","p_NC_weekend_80_plus","p_W_D","rel_p_D_alpha","rel_p_H_alpha","rel_p_ICU_alpha","rho_pillar2_tests","seed_date_alpha","start_date","ta_alpha"
NA,"rel_p_ICU_alpha",2.77517426397393e-06,2.43329649356663e-05,1.62504610802501e-06,-5.69592947257809e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.85546411401031e-06,-2.43635229579998e-06,-4.53804598057526e-06,-9.00017825352366e-06,3.15448927149029e-05,1.44928570443813e-05,2.19735964262376e-06,-7.78049792974501e-07,1.53621509129198e-05,1.19003800394113e-05,5.91540754627309e-06,-2.05260982719629e-05,-2.13321438491832e-05,-2.73475275201696e-08,2.58565537524779e-08,-3.519627129551e-08,-6.18406372729208e-09,-3.38267771296985e-08,-4.7567791893865e-08,-1.78598793686806e-08,-6.75964844163262e-09,-2.88033373233159e-08,3.23679866856668e-08,-3.88713162561669e-06,7.9421657355e-05,-9.80472661119672e-05,0.000564615274466813,-1.77317354946037e-08,0,0,-1.9309827225612e-06
NA,"rho_pillar2_tests",2.09070549376138e-09,6.43675984281507e-08,8.74260951931508e-10,-2.40838422935167e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95266040663219e-08,3.22739573392609e-08,1.24785666315575e-07,1.71959023317168e-07,-5.18525769023171e-08,7.71269088541464e-10,-1.85633404055377e-08,1.70018565807443e-08,4.17812048922208e-09,-6.47489603503553e-08,-2.74447969065774e-08,3.89098523467651e-10,1.18634556139469e-07,-1.07117965815947e-10,-3.77750879516167e-10,-6.77445885600274e-10,-2.54379915175359e-11,-6.56858185688393e-10,-1.42635263679853e-11,-4.75331796124608e-11,-1.7891142402761e-10,-1.34817668624965e-10,-8.36203695788427e-11,-1.9419219000891e-07,-2.31938896373555e-07,7.81743420205901e-08,-1.77317354946037e-08,5.95350127246607e-09,0,0,-8.80193463722405e-09
NA,"ta_alpha",9.36335820211184e-08,-6.11943842046091e-08,1.20252184676152e-07,-4.46528332545133e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11309985561347e-07,-1.77797341170437e-07,4.21276786382977e-07,2.91546371479303e-06,-1.10964897874037e-06,-1.74891569891854e-06,-1.62559282300727e-07,1.69408560800763e-07,-5.07421709332889e-07,-4.31926950258511e-08,1.60186153297461e-07,8.19776063038533e-08,1.48353066258736e-06,7.19133198430003e-09,7.24180951807808e-09,9.54842837356679e-09,6.57635587738077e-09,1.41726371712552e-08,4.49190641761562e-09,5.96923024785755e-09,4.21303024110506e-09,1.3793611884997e-09,8.08995667915965e-09,4.1889795921615e-07,-1.64245308965771e-06,-3.30025974047572e-06,-1.9309827225612e-06,-8.80193463722405e-09,0,0,1.11455889906526e-06
"east_of_england","beta1",0,0,0,0,1.79864157488647e-05,-7.1953884817257e-08,1.02249905854596e-07,7.50367679290795e-08,-1.47518269359101e-07,1.55703423476801e-08,1.65564492603029e-07,-6.56186034054484e-08,1.91781457860551e-07,-1.39709042848321e-05,5.41003619264585e-07,-2.45421140520649e-07,2.8869490768149e-07,-2.8018160143288e-07,1.30670966107851e-07,-9.4487431597054e-08,7.25723609269615e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68567938849784e-05,0.00402810689137974,0
"east_of_england","beta10",0,0,0,0,-7.1953884817257e-08,8.98636711034196e-07,-9.37123005014499e-07,1.84931928446788e-07,-5.54930672930121e-08,2.76337117701691e-08,-1.19784880615537e-08,8.56495079758783e-09,-7.74732467329962e-09,-4.8198988038983e-08,1.23823894953252e-08,4.48463468131602e-09,-2.35910765220633e-08,5.53393768922369e-08,-1.18753489171692e-07,3.94735851841438e-07,-8.98169804958771e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80057026189777e-05,-2.60652247747951e-05,0
"east_of_england","beta11",0,0,0,0,1.02249905854596e-07,-9.37123005014499e-07,1.73090041966068e-06,-6.60633965909591e-07,2.51821681183575e-07,-1.15891239650405e-07,5.48442945610628e-09,2.58396568283047e-09,-1.02520112612013e-10,-5.62034326709761e-08,-2.7728370055234e-08,1.1603060617038e-08,3.18228780192012e-09,-3.25360695713789e-08,8.77105244384459e-08,-2.70500138999614e-07,6.85779525913475e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180216090520618,2.0914390733571e-05,0
"east_of_england","beta12",0,0,0,0,7.50367679290795e-08,1.84931928446788e-07,-6.60633965909591e-07,6.51027354193889e-07,-3.90959401412939e-07,2.51482591351954e-07,-5.78485286748278e-08,6.02557617560153e-09,-1.80136278522745e-09,-1.97402404085662e-07,2.34209543681179e-08,-1.2232208230677e-08,2.11179271688759e-08,-1.55135104224229e-08,1.4488480295721e-08,4.03316402256819e-08,-1.39701521550338e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.92649087126664e-05,1.04306303539635e-05,0
"east_of_england","beta13",0,0,0,0,-1.47518269359101e-07,-5.54930672930121e-08,2.51821681183575e-07,-3.90959401412939e-07,3.80124628097731e-07,-3.2791739765568e-07,1.22642755858378e-07,-6.23860434148167e-09,6.28009032493577e-09,2.47251849580948e-07,-2.10637363614014e-08,1.02580584506041e-08,-8.65020508075055e-10,-1.65665930783998e-08,9.05796850036906e-10,-2.61397738954841e-08,6.76650896188642e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26581856659327e-05,-2.88569531939927e-05,0
"east_of_england","beta14",0,0,0,0,1.55703423476801e-08,2.76337117701691e-08,-1.15891239650405e-07,2.51482591351954e-07,-3.2791739765568e-07,6.07768295779582e-07,-4.0334520836206e-07,4.07611653852908e-08,-3.62900885583901e-08,-9.6333887660739e-08,1.65119492936123e-08,-5.8006791749894e-09,-2.21894683339886e-08,8.3503545601458e-08,-6.7369705953825e-08,6.6290881418984e-08,-4.39121106389984e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48492899554871e-06,8.85569653497117e-07,0
"east_of_england","beta15",0,0,0,0,1.65564492603029e-07,-1.19784880615537e-08,5.48442945610628e-09,-5.78485286748278e-08,1.22642755858378e-07,-4.0334520836206e-07,5.56307973475497e-07,-1.07658053218113e-07,1.29863903980721e-07,-4.69600431712785e-08,-1.09260937107982e-08,-1.36774048177142e-09,3.365433945887e-08,-8.4255153154013e-08,6.35988505153468e-08,-4.69773119644131e-08,4.81753384755789e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83464776540475e-06,3.62243263819663e-05,0
"east_of_england","beta16",0,0,0,0,-6.56186034054484e-08,8.56495079758783e-09,2.58396568283047e-09,6.02557617560153e-09,-6.23860434148167e-09,4.07611653852908e-08,-1.07658053218113e-07,4.88883179362917e-08,-7.47124059039797e-08,3.37390325346993e-08,-3.84843637495621e-12,1.86740681703882e-09,-6.05362280246657e-09,1.25887526564418e-08,-8.8216791716444e-09,1.03744804933451e-08,-1.31390849792076e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83137966164574e-06,-1.5875412687939e-05,0
"east_of_england","beta17",0,0,0,0,1.91781457860551e-07,-7.74732467329962e-09,-1.02520112612013e-10,-1.80136278522745e-09,6.28009032493577e-09,-3.62900885583901e-08,1.29863903980721e-07,-7.47124059039797e-08,1.54402387692379e-07,-1.12831652067595e-07,3.95178025837674e-11,-8.73174850288063e-10,4.82151486450698e-09,-2.79825941778804e-10,7.82141351440353e-09,-1.77343889709841e-08,1.75034178641623e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88913703020791e-06,4.19526820671948e-05,0
"east_of_england","beta2",0,0,0,0,-1.39709042848321e-05,-4.8198988038983e-08,-5.62034326709761e-08,-1.97402404085662e-07,2.47251849580948e-07,-9.6333887660739e-08,-4.69600431712785e-08,3.37390325346993e-08,-1.12831652067595e-07,2.49868248028351e-05,-1.90494180292117e-06,8.73063086696178e-07,-7.38209588097777e-07,3.43533045430822e-07,2.72683198017718e-08,-1.52832368458536e-07,2.22010708378067e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88668100307012e-06,-0.00263374888178757,0
"east_of_england","beta3",0,0,0,0,5.41003619264585e-07,1.23823894953252e-08,-2.7728370055234e-08,2.34209543681179e-08,-2.10637363614014e-08,1.65119492936123e-08,-1.09260937107982e-08,-3.84843637495621e-12,3.95178025837674e-11,-1.90494180292117e-06,3.15832152600585e-07,-1.9128001003949e-07,1.75343002180464e-07,-9.64482359985033e-08,1.3901483080758e-08,2.03631020487737e-09,-2.33418099860372e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99170932306538e-06,9.42150281587725e-05,0
"east_of_england","beta4",0,0,0,0,-2.45421140520649e-07,4.48463468131602e-09,1.1603060617038e-08,-1.2232208230677e-08,1.02580584506041e-08,-5.8006791749894e-09,-1.36774048177142e-09,1.86740681703882e-09,-8.73174850288063e-10,8.73063086696178e-07,-1.9128001003949e-07,1.61909676517608e-07,-2.02740325067702e-07,1.25684862937831e-07,-4.39952384325205e-08,3.96047533122008e-08,-1.46644288667197e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08071689718633e-06,-4.37432155143336e-05,0
"east_of_england","beta5",0,0,0,0,2.8869490768149e-07,-2.35910765220633e-08,3.18228780192012e-09,2.11179271688759e-08,-8.65020508075055e-10,-2.21894683339886e-08,3.365433945887e-08,-6.05362280246657e-09,4.82151486450698e-09,-7.38209588097777e-07,1.75343002180464e-07,-2.02740325067702e-07,4.24327090306538e-07,-4.50883006473011e-07,2.4965867070845e-07,-1.99416777454324e-07,7.37773732922051e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09207022475195e-06,5.13588021187292e-05,0
"east_of_england","beta6",0,0,0,0,-2.8018160143288e-07,5.53393768922369e-08,-3.25360695713789e-08,-1.55135104224229e-08,-1.65665930783998e-08,8.3503545601458e-08,-8.4255153154013e-08,1.25887526564418e-08,-2.79825941778804e-10,3.43533045430822e-07,-9.64482359985033e-08,1.25684862937831e-07,-4.50883006473011e-07,1.00176642401281e-06,-8.66744637108552e-07,6.41799044091078e-07,-1.70740877376854e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.722838671413e-06,-6.3273952943818e-05,0
"east_of_england","beta7",0,0,0,0,1.30670966107851e-07,-1.18753489171692e-07,8.77105244384459e-08,1.4488480295721e-08,9.05796850036906e-10,-6.7369705953825e-08,6.35988505153468e-08,-8.8216791716444e-09,7.82141351440353e-09,2.72683198017718e-08,1.3901483080758e-08,-4.39952384325205e-08,2.4965867070845e-07,-8.66744637108552e-07,1.2406808285057e-06,-1.3036711416367e-06,3.7210837201989e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08133480934526e-06,2.99211981100745e-05,0
"east_of_england","beta8",0,0,0,0,-9.4487431597054e-08,3.94735851841438e-07,-2.70500138999614e-07,4.03316402256819e-08,-2.61397738954841e-08,6.6290881418984e-08,-4.69773119644131e-08,1.03744804933451e-08,-1.77343889709841e-08,-1.52832368458536e-07,2.03631020487737e-09,3.96047533122008e-08,-1.99416777454324e-07,6.41799044091078e-07,-1.3036711416367e-06,2.15289542405231e-06,-1.22725863008592e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42451208819574e-05,-2.69235231686864e-05,0
"east_of_england","beta9",0,0,0,0,7.25723609269615e-08,-8.98169804958771e-07,6.85779525913475e-07,-1.39701521550338e-07,6.76650896188642e-08,-4.39121106389984e-08,4.81753384755789e-08,-1.31390849792076e-08,1.75034178641623e-08,2.22010708378067e-07,-2.33418099860372e-08,-1.46644288667197e-08,7.37773732922051e-08,-1.70740877376854e-07,3.7210837201989e-07,-1.22725863008592e-06,1.67814358848066e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87881201524683e-05,2.36302749558083e-05,0
"east_of_england","seed_date_alpha",0,0,0,0,-6.68567938849784e-05,-5.80057026189777e-05,0.000180216090520618,-3.92649087126664e-05,5.26581856659327e-05,-5.48492899554871e-06,5.83464776540475e-06,3.83137966164574e-06,-4.88913703020791e-06,-3.88668100307012e-06,1.99170932306538e-06,-1.08071689718633e-06,6.09207022475195e-06,-8.722838671413e-06,-7.08133480934526e-06,2.42451208819574e-05,-1.87881201524683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884295158074391,-0.0157836204585823,0
"east_of_england","start_date",0,0,0,0,0.00402810689137974,-2.60652247747951e-05,2.0914390733571e-05,1.04306303539635e-05,-2.88569531939927e-05,8.85569653497117e-07,3.62243263819663e-05,-1.5875412687939e-05,4.19526820671948e-05,-0.00263374888178757,9.42150281587725e-05,-4.37432155143336e-05,5.13588021187292e-05,-6.3273952943818e-05,2.99211981100745e-05,-2.69235231686864e-05,2.36302749558083e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157836204585823,0.931828543302447,0
"london","beta1",0,0,0,0,2.19418730213326e-06,-3.43836909027281e-08,-2.44889784794067e-08,1.10997667122762e-07,-1.2242665040376e-07,1.12319446987154e-07,-6.61663522227008e-09,-2.01623191225836e-08,3.32990735562588e-08,-2.86343433471897e-06,1.58902067902005e-07,-8.40908726934324e-08,7.50375192049526e-08,-7.80267455734047e-08,4.00265174850855e-08,-3.13024577167359e-08,-1.02300922964156e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22531065048321e-06,0.0017112737596956,0
"london","beta10",0,0,0,0,-3.43836909027281e-08,5.87739018348896e-07,-7.24837268767706e-07,1.98252360676105e-07,-7.26354172105112e-08,3.11164990461045e-08,-3.5897135221977e-09,7.50242579592353e-09,2.02280547865595e-09,-5.34298281442613e-08,1.27131146233875e-08,-1.00114824146905e-08,2.5214491191518e-08,3.4874140719931e-08,-1.13123861990631e-07,3.61755878277931e-07,-5.60538118804616e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48049037805602e-05,-4.29000461662382e-05,0
"london","beta11",0,0,0,0,-2.44889784794067e-08,-7.24837268767706e-07,1.45192825742811e-06,-6.60760945871084e-07,2.43595920583377e-07,-1.48037683737245e-07,6.82401892409355e-08,-6.50815174428639e-09,1.21732868434178e-08,3.51908591718116e-07,-3.83162635120993e-08,2.72058666472353e-08,-1.67031155076899e-08,-3.49649513085352e-08,1.47972421402028e-07,-3.76498213668682e-07,5.73551124331866e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.49579237094939e-06,-3.93841559859481e-06,0
"london","beta12",0,0,0,0,1.10997667122762e-07,1.98252360676105e-07,-6.60760945871084e-07,6.08364205455758e-07,-3.4652993710472e-07,2.77125303910393e-07,-8.74123651248984e-08,1.25540758089421e-08,-1.57238545671306e-08,-2.31204992294058e-07,-2.74176043173241e-09,1.4054691080651e-08,-1.82769098957289e-08,3.28234756239886e-08,-5.45506078283132e-08,1.18952685249706e-07,-1.34750967540785e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14123264085376e-06,7.70555405114902e-05,0
"london","beta13",0,0,0,0,-1.2242665040376e-07,-7.26354172105112e-08,2.43595920583377e-07,-3.4652993710472e-07,3.29003076441108e-07,-3.33226257219551e-07,1.3364758497779e-07,-1.00288104514355e-08,2.72168151757185e-08,1.71305382578115e-07,-1.54148845911176e-09,-2.26445353323387e-10,1.31891828290704e-08,-7.09742110553382e-09,3.35439628995446e-08,-5.45056299557717e-08,8.79709366004186e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1943367689094e-07,-0.000100954028085584,0
"london","beta14",0,0,0,0,1.12319446987154e-07,3.11164990461045e-08,-1.48037683737245e-07,2.77125303910393e-07,-3.33226257219551e-07,6.15411229719275e-07,-3.9222559676016e-07,5.56505910030987e-08,-6.96904344897454e-08,-1.83380160364773e-07,7.58842657284503e-09,-1.25292388090232e-09,8.15334044744456e-09,-2.16400693375568e-08,2.81666772076423e-08,-3.03489177266198e-08,-4.23242279982885e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46651456302106e-06,8.5703279639983e-05,0
"london","beta15",0,0,0,0,-6.61663522227008e-09,-3.5897135221977e-09,6.82401892409355e-08,-8.74123651248984e-08,1.3364758497779e-07,-3.9222559676016e-07,5.3289981078065e-07,-1.16419304196656e-07,1.60281428585864e-07,1.45229487338205e-07,-2.92720799948288e-08,2.54304644113368e-08,-1.56890637185085e-08,3.29632949183427e-08,-3.50515186047961e-08,7.24456589583453e-08,-1.14833134388693e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64621947175788e-06,-8.47066033612567e-06,0
"london","beta16",0,0,0,0,-2.01623191225836e-08,7.50242579592353e-09,-6.50815174428639e-09,1.25540758089421e-08,-1.00288104514355e-08,5.56505910030987e-08,-1.16419304196656e-07,5.15993299736287e-08,-7.66758286080548e-08,-7.54576997918673e-10,2.83530603183692e-09,8.86002584043168e-10,-3.17606211113189e-10,3.22098140926285e-09,9.3625973580928e-09,-1.17385350557922e-08,4.54896664853887e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1589222866415e-07,-1.90132386537103e-05,0
"london","beta17",0,0,0,0,3.32990735562588e-08,2.02280547865595e-09,1.21732868434178e-08,-1.57238545671306e-08,2.72168151757185e-08,-6.96904344897454e-08,1.60281428585864e-07,-7.66758286080548e-08,1.67222556793924e-07,-6.65198114514723e-09,-5.33417923581558e-09,6.79478359292022e-09,2.05937497541495e-09,-4.25394131880178e-09,1.08018437696605e-09,1.34399361516197e-08,5.78167726095085e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35597521761039e-06,2.3030008570774e-05,0
"london","beta2",0,0,0,0,-2.86343433471897e-06,-5.34298281442613e-08,3.51908591718116e-07,-2.31204992294058e-07,1.71305382578115e-07,-1.83380160364773e-07,1.45229487338205e-07,-7.54576997918673e-10,-6.65198114514723e-09,9.62853739500676e-06,-1.06199251867828e-06,5.75512460380223e-07,-4.67241886016141e-07,3.4742858592461e-07,-1.15389733436244e-07,1.24734929736526e-07,3.82462021355195e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00247697832358e-06,-0.00195047321951111,0
"london","beta3",0,0,0,0,1.58902067902005e-07,1.27131146233875e-08,-3.83162635120993e-08,-2.74176043173241e-09,-1.54148845911176e-09,7.58842657284503e-09,-2.92720799948288e-08,2.83530603183692e-09,-5.33417923581558e-09,-1.06199251867828e-06,2.49383477874595e-07,-1.91374223964983e-07,1.78847721113046e-07,-1.13798571109782e-07,3.92000270078092e-08,-4.9511172616101e-08,7.4295356658417e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42815887149831e-07,0.000104436553737066,0
"london","beta4",0,0,0,0,-8.40908726934324e-08,-1.00114824146905e-08,2.72058666472353e-08,1.4054691080651e-08,-2.26445353323387e-10,-1.25292388090232e-09,2.54304644113368e-08,8.86002584043168e-10,6.79478359292022e-09,5.75512460380223e-07,-1.91374223964983e-07,2.05460854817137e-07,-2.65586205069719e-07,1.80050854325631e-07,-5.97680008684008e-08,4.72266574391025e-08,6.86838295673824e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18828304811332e-07,-6.55347124562376e-05,0
"london","beta5",0,0,0,0,7.50375192049526e-08,2.5214491191518e-08,-1.67031155076899e-08,-1.82769098957289e-08,1.31891828290704e-08,8.15334044744456e-09,-1.56890637185085e-08,-3.17606211113189e-10,2.05937497541495e-09,-4.67241886016141e-07,1.78847721113046e-07,-2.65586205069719e-07,6.13445570892505e-07,-6.23016758186903e-07,2.76547314332837e-07,-1.29376026289793e-07,-3.23574449663747e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56527761093806e-06,5.17213392277991e-05,0
"london","beta6",0,0,0,0,-7.80267455734047e-08,3.4874140719931e-08,-3.49649513085352e-08,3.28234756239886e-08,-7.09742110553382e-09,-2.16400693375568e-08,3.29632949183427e-08,3.22098140926285e-09,-4.25394131880178e-09,3.4742858592461e-07,-1.13798571109782e-07,1.80050854325631e-07,-6.23016758186903e-07,1.11989946446429e-06,-7.91367437895933e-07,5.15184885082531e-07,-1.1147435222388e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00866110647481e-06,-6.22452781209725e-05,0
"london","beta7",0,0,0,0,4.00265174850855e-08,-1.13123861990631e-07,1.47972421402028e-07,-5.45506078283132e-08,3.35439628995446e-08,2.81666772076423e-08,-3.50515186047961e-08,9.3625973580928e-09,1.08018437696605e-09,-1.15389733436244e-07,3.92000270078092e-08,-5.97680008684008e-08,2.76547314332837e-07,-7.91367437895933e-07,1.02015961980911e-06,-1.00429950541918e-06,2.980054289275e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.56536719338061e-06,2.50733927931454e-05,0
"london","beta8",0,0,0,0,-3.13024577167359e-08,3.61755878277931e-07,-3.76498213668682e-07,1.18952685249706e-07,-5.45056299557717e-08,-3.03489177266198e-08,7.24456589583453e-08,-1.17385350557922e-08,1.34399361516197e-08,1.24734929736526e-07,-4.9511172616101e-08,4.72266574391025e-08,-1.29376026289793e-07,5.15184885082531e-07,-1.00429950541918e-06,1.52677864927827e-06,-7.64302447232391e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66016950088936e-05,-3.19159505740583e-05,0
"london","beta9",0,0,0,0,-1.02300922964156e-08,-5.60538118804616e-07,5.73551124331866e-07,-1.34750967540785e-07,8.79709366004186e-08,-4.23242279982885e-09,-1.14833134388693e-08,4.54896664853887e-09,5.78167726095085e-09,3.82462021355195e-08,7.4295356658417e-09,6.86838295673824e-09,-3.23574449663747e-09,-1.1147435222388e-07,2.980054289275e-07,-7.64302447232391e-07,8.66416336043652e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25840039486194e-05,-5.77336237276073e-06,0
"london","seed_date_alpha",0,0,0,0,1.22531065048321e-06,1.48049037805602e-05,-7.49579237094939e-06,5.14123264085376e-06,5.1943367689094e-07,2.46651456302106e-06,1.64621947175788e-06,9.1589222866415e-07,-3.35597521761039e-06,-2.00247697832358e-06,1.42815887149831e-07,-4.18828304811332e-07,1.56527761093806e-06,4.00866110647481e-06,-8.56536719338061e-06,1.66016950088936e-05,-2.25840039486194e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104138092001536,0.000523702874692574,0
"london","start_date",0,0,0,0,0.0017112737596956,-4.29000461662382e-05,-3.93841559859481e-06,7.70555405114902e-05,-0.000100954028085584,8.5703279639983e-05,-8.47066033612567e-06,-1.90132386537103e-05,2.3030008570774e-05,-0.00195047321951111,0.000104436553737066,-6.55347124562376e-05,5.17213392277991e-05,-6.22452781209725e-05,2.50733927931454e-05,-3.19159505740583e-05,-5.77336237276073e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523702874692574,1.36099273010206,0
"midlands","beta1",0,0,0,0,6.08534488118186e-06,8.84594098784043e-08,-1.83273962445342e-07,3.18826997101853e-08,-3.08497900271271e-09,-2.8242425681304e-08,3.53433672403013e-08,-8.23350691503772e-09,-1.30049660901921e-08,-5.65613908658532e-06,2.01290618948268e-07,-6.21908787994892e-08,4.63569199155898e-08,-3.7874631111089e-08,3.8775689790359e-08,-6.00820333439709e-08,-6.93258082367816e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2339260511473e-05,0.00235333752692024,0
"midlands","beta10",0,0,0,0,8.84594098784043e-08,4.7790449545458e-07,-4.91726519060802e-07,1.24578415508689e-07,-5.12123816004536e-08,5.62553533069693e-08,-3.29477000662929e-08,8.33587286472294e-09,-2.98540112874656e-09,6.43015510663396e-08,-2.11504596033979e-08,1.24644353725999e-08,-7.35872280742759e-09,5.08057959207433e-08,-1.1195042921458e-07,2.98937882032777e-07,-4.97724340207867e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.04073908581297e-05,3.52593193965542e-05,0
"midlands","beta11",0,0,0,0,-1.83273962445342e-07,-4.91726519060802e-07,9.29123163490714e-07,-4.15359447717538e-07,1.72356444677058e-07,-1.48995434541276e-07,6.728893272828e-08,4.18546554414316e-11,-7.16277967310808e-11,-3.74938131856626e-08,2.09025569531176e-08,-1.05303398640432e-08,1.91607521580831e-08,-6.42418580944627e-08,1.11637372764664e-07,-2.32336294857628e-07,3.89613809587963e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103118928291189,-8.2180837061537e-05,0
"midlands","beta12",0,0,0,0,3.18826997101853e-08,1.24578415508689e-07,-4.15359447717538e-07,4.03696085285767e-07,-2.63864752111626e-07,2.53455083694081e-07,-9.27519181093296e-08,4.98282632685667e-09,-2.96601836671794e-09,4.05395517348935e-08,-2.58766682239725e-09,-5.16831717541135e-09,7.8672854357854e-09,2.38302657321679e-08,-4.47971999826974e-08,8.05989113419896e-08,-9.78051509340608e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66268203978184e-05,1.48880252292513e-05,0
